cell	X	Y	d1h1	d1h2	d1h3	d1h4	d1h5	d1h6	d1h7	d1h8	d1h9	d1h10	d1h11	d1h12	d1h13	d1h14	d1h15	d1h16	d1h17	d1h18	d1h19	d1h20	d1h21	d1h22	d1h23	d2h1	d2h2	d2h3	d2h4	d2h5	d2h6	d2h7	d2h8	d2h9	d2h10	d2h11	d2h12	d2h13	d2h14	d2h15	d2h16	d2h17	d2h18	d2h19	d2h20	d2h21	d2h22	d2h23	d2h24	d3h1	d3h2	d3h3	d3h4	d3h5	d3h6	d3h7	d3h8	d3h9	d3h10	d3h11	d3h12	d3h13	d3h14	d3h15	d3h16	d3h17	d3h18	d3h19	d3h20	d3h21	d3h22	d3h23
138	544250.00	412750.00	0.00	0.00	0.00	0.00	1.00	1.00	2.00	0.00	0.00	2.00	0.00	0.00	0.00	1.00	1.00	2.00	0.00	0.00	0.00	1.00	1.00	0.00	1.00	0.00	2.00	3.00	4.00	4.00	6.00	2.00	0.00	1.00	0.00	5.00	0.00	2.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	1.00	2.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
139	537750.00	416250.00	3.00	2.00	0.00	0.00	0.00	2.00	2.00	4.00	4.00	1.00	0.00	0.00	1.00	3.00	2.00	0.00	1.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	1.00	1.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	3.00	0.00	2.00	0.00	2.00	0.00	0.00	2.00	0.00	0.00	1.00	1.00	1.00	1.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
140	540750.00	418250.00	2.00	2.00	1.00	2.00	1.00	3.00	4.00	2.00	1.00	0.00	0.00	0.00	1.00	2.00	3.00	4.00	1.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	1.00	3.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	1.00	1.00	2.00	0.00	1.00	0.00	0.00	0.00
141	537250.00	418750.00	0.00	0.00	0.00	1.00	0.00	1.00	2.00	2.00	1.00	1.00	2.00	3.00	5.00	0.00	1.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	1.00	1.00	2.00	0.00	0.00	2.00	6.00	1.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	2.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	2.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00
142	538250.00	412750.00	1.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	4.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	1.00	3.00	1.00	1.00	3.00	0.00	0.00	2.00	0.00	2.00	2.00	1.00	2.00	3.00	0.00	0.00	0.00	2.00	0.00	0.00	1.00	0.00	3.00	1.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	2.00	0.00	2.00	0.00	3.00	2.00	0.00
143	543750.00	412750.00	0.00	0.00	1.00	0.00	1.00	2.00	2.00	2.00	0.00	0.00	0.00	1.00	0.00	1.00	1.00	0.00	1.00	0.00	2.00	1.00	1.00	1.00	5.00	0.00	1.00	4.00	3.00	6.00	2.00	4.00	2.00	0.00	1.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00
144	542250.00	419750.00	4.00	1.00	0.00	0.00	0.00	2.00	2.00	0.00	2.00	0.00	0.00	2.00	2.00	1.00	0.00	0.00	0.00	0.00	1.00	5.00	1.00	2.00	0.00	2.00	3.00	1.00	0.00	0.00	1.00	8.00	0.00	1.00	0.00	1.00	5.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00
145	544250.00	413750.00	0.00	0.00	0.00	3.00	4.00	4.00	1.00	0.00	0.00	2.00	1.00	3.00	0.00	4.00	1.00	0.00	0.00	1.00	0.00	2.00	0.00	0.00	3.00	1.00	1.00	2.00	3.00	5.00	2.00	5.00	0.00	0.00	2.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00
146	539750.00	418250.00	2.00	4.00	1.00	0.00	1.00	2.00	2.00	0.00	1.00	0.00	1.00	0.00	0.00	2.00	11.00	4.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	3.00	1.00	0.00	1.00	2.00	0.00	0.00	0.00	1.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	4.00	0.00	0.00	0.00	0.00	1.00	0.00
147	541250.00	418750.00	0.00	0.00	1.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	1.00	0.00	3.00	2.00	2.00	3.00	1.00	3.00	2.00	0.00	1.00	1.00	1.00	2.00	0.00	0.00	2.00	1.00	3.00	2.00	6.00	1.00	2.00	1.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00	1.00	0.00	0.00	0.00
148	544750.00	414250.00	0.00	1.00	1.00	1.00	0.00	1.00	0.00	1.00	2.00	0.00	0.00	1.00	0.00	0.00	2.00	0.00	2.00	2.00	2.00	2.00	2.00	3.00	1.00	2.00	3.00	2.00	5.00	1.00	2.00	2.00	4.00	2.00	0.00	0.00	3.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	1.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00
149	544750.00	414750.00	1.00	0.00	0.00	0.00	0.00	2.00	2.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	1.00	0.00	1.00	3.00	0.00	1.00	3.00	4.00	5.00	0.00	2.00	5.00	4.00	3.00	5.00	1.00	1.00	1.00	1.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	3.00	0.00	0.00	0.00	1.00	0.00
150	544250.00	413250.00	0.00	0.00	1.00	2.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	1.00	0.00	1.00	2.00	1.00	1.00	0.00	3.00	2.00	0.00	2.00	0.00	1.00	0.00	7.00	13.00	3.00	4.00	1.00	2.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
151	537750.00	416750.00	1.00	1.00	0.00	0.00	0.00	3.00	11.00	1.00	2.00	0.00	0.00	2.00	0.00	1.00	1.00	0.00	1.00	1.00	2.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	1.00	1.00	1.00	2.00	0.00	0.00	1.00	1.00	2.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	2.00	1.00	1.00	0.00	2.00	1.00	2.00	0.00	0.00	1.00	0.00	0.00	0.00	3.00	1.00	0.00	0.00	0.00	3.00	2.00	1.00	0.00
152	538250.00	418750.00	1.00	0.00	0.00	1.00	2.00	0.00	1.00	0.00	0.00	0.00	2.00	5.00	3.00	2.00	5.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	1.00	0.00	1.00	9.00	1.00	0.00	3.00	1.00	0.00	1.00	1.00	2.00	0.00	0.00	1.00	1.00	3.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	1.00	2.00	0.00	1.00	2.00	0.00	0.00	1.00	0.00	0.00	0.00
153	543250.00	418750.00	0.00	0.00	0.00	0.00	1.00	1.00	2.00	3.00	1.00	2.00	1.00	2.00	2.00	3.00	1.00	0.00	0.00	0.00	1.00	1.00	3.00	3.00	0.00	0.00	2.00	2.00	0.00	1.00	1.00	5.00	1.00	1.00	0.00	6.00	2.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	2.00	0.00	2.00	2.00	0.00	0.00	1.00	2.00	0.00	0.00
154	538250.00	411750.00	2.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	2.00	0.00	3.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	3.00	2.00	2.00	1.00	4.00	6.00	1.00	3.00	1.00	1.00	2.00	0.00	3.00	2.00	3.00	1.00	1.00	0.00	0.00	0.00	1.00	3.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	2.00	0.00	0.00	0.00	0.00	1.00	0.00
155	542750.00	419250.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	3.00	3.00	1.00	2.00	2.00	0.00	1.00	1.00	2.00	1.00	1.00	1.00	5.00	3.00	2.00	2.00	2.00	2.00	1.00	0.00	0.00	4.00	0.00	0.00	1.00	2.00	2.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	1.00	1.00	1.00	0.00	0.00	0.00	2.00	1.00	1.00	2.00	1.00	0.00	1.00	1.00	0.00	0.00
156	542750.00	412250.00	1.00	0.00	0.00	3.00	4.00	2.00	0.00	1.00	1.00	2.00	1.00	0.00	2.00	0.00	0.00	1.00	2.00	2.00	3.00	2.00	2.00	0.00	1.00	1.00	0.00	6.00	9.00	3.00	3.00	2.00	0.00	1.00	1.00	1.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	1.00	0.00	2.00	0.00	0.00	0.00	0.00
157	541250.00	412750.00	2.00	3.00	2.00	0.00	5.00	1.00	0.00	1.00	2.00	2.00	0.00	3.00	6.00	1.00	2.00	0.00	0.00	1.00	1.00	0.00	0.00	1.00	1.00	2.00	3.00	2.00	5.00	1.00	0.00	1.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.00	0.00	0.00	0.00	2.00	4.00	1.00	2.00	1.00	1.00	0.00	0.00	0.00
158	538250.00	411250.00	0.00	3.00	0.00	0.00	1.00	2.00	3.00	0.00	1.00	1.00	0.00	1.00	1.00	3.00	1.00	0.00	0.00	0.00	0.00	1.00	1.00	1.00	3.00	1.00	3.00	0.00	0.00	2.00	0.00	0.00	4.00	0.00	0.00	0.00	1.00	3.00	2.00	3.00	2.00	0.00	1.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00	0.00	1.00	0.00	3.00	1.00	0.00	0.00	0.00	1.00	2.00	1.00	2.00	0.00	0.00	0.00	2.00	2.00
159	537750.00	417750.00	1.00	1.00	0.00	0.00	3.00	1.00	4.00	1.00	1.00	0.00	0.00	0.00	1.00	2.00	2.00	3.00	1.00	3.00	0.00	3.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	2.00	0.00	3.00	3.00	1.00	0.00	1.00	3.00	1.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	2.00	1.00	0.00	3.00	1.00	3.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	2.00	0.00	2.00	3.00	0.00	1.00
160	540250.00	418250.00	4.00	1.00	0.00	0.00	1.00	3.00	1.00	1.00	0.00	0.00	2.00	0.00	1.00	1.00	4.00	1.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	5.00	0.00	2.00	1.00	0.00	0.00	2.00	0.00	1.00	1.00	1.00	2.00	1.00	3.00	3.00	1.00	1.00	0.00	1.00	2.00	2.00	1.00	1.00	1.00	1.00	2.00	0.00	1.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	1.00	0.00
161	542250.00	412750.00	4.00	1.00	1.00	2.00	4.00	1.00	0.00	1.00	2.00	1.00	0.00	0.00	1.00	1.00	2.00	0.00	1.00	4.00	2.00	2.00	0.00	0.00	1.00	2.00	2.00	2.00	1.00	1.00	4.00	3.00	2.00	2.00	1.00	2.00	2.00	2.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.00	1.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	2.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	1.00
162	538250.00	414750.00	1.00	0.00	0.00	0.00	1.00	0.00	2.00	0.00	3.00	1.00	1.00	1.00	0.00	1.00	2.00	0.00	1.00	0.00	3.00	1.00	0.00	0.00	1.00	0.00	3.00	0.00	2.00	2.00	1.00	1.00	1.00	2.00	2.00	1.00	1.00	2.00	0.00	2.00	1.00	0.00	1.00	0.00	1.00	2.00	1.00	0.00	1.00	1.00	2.00	2.00	3.00	0.00	0.00	0.00	3.00	3.00	0.00	1.00	0.00	0.00	0.00	1.00	2.00	0.00	0.00	0.00	2.00	3.00	2.00	0.00
163	537750.00	415250.00	0.00	0.00	0.00	0.00	1.00	3.00	2.00	3.00	2.00	0.00	1.00	2.00	0.00	0.00	2.00	0.00	1.00	1.00	3.00	1.00	0.00	0.00	0.00	2.00	1.00	1.00	1.00	4.00	1.00	0.00	2.00	1.00	1.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	1.00	1.00	0.00	1.00	2.00	6.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	4.00	0.00	1.00	1.00	2.00	5.00	2.00	0.00	0.00	1.00	0.00	3.00	1.00
164	539250.00	412250.00	0.00	0.00	0.00	0.00	1.00	6.00	5.00	5.00	5.00	0.00	4.00	1.00	4.00	1.00	0.00	0.00	1.00	1.00	3.00	1.00	1.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	1.00	1.00	1.00	1.00	1.00	0.00	2.00	1.00	1.00	0.00	2.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	1.00	0.00	0.00	1.00	2.00	4.00	2.00	1.00	2.00	0.00	0.00	1.00	2.00	1.00	0.00	0.00	0.00	0.00	0.00
165	544750.00	417250.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	3.00	0.00	2.00	6.00	7.00	3.00	6.00	5.00	3.00	4.00	5.00	3.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.00	0.00	1.00	0.00	1.00	0.00	0.00	1.00	1.00	2.00	0.00	1.00	1.00	0.00	1.00	2.00	2.00	0.00
166	544750.00	415250.00	1.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	1.00	0.00	2.00	0.00	1.00	1.00	1.00	1.00	0.00	2.00	5.00	3.00	2.00	4.00	4.00	3.00	4.00	3.00	7.00	2.00	8.00	2.00	3.00	3.00	2.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	0.00	0.00
167	538750.00	412750.00	0.00	0.00	0.00	3.00	1.00	2.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	1.00	3.00	5.00	4.00	1.00	1.00	0.00	2.00	0.00	0.00	2.00	3.00	0.00	0.00	1.00	1.00	1.00	2.00	4.00	2.00	0.00	1.00	1.00	0.00	6.00	0.00	1.00	0.00	0.00	0.00	1.00	2.00	1.00	5.00	1.00	0.00	0.00	0.00	0.00	1.00	4.00	1.00	1.00	0.00	0.00	3.00	1.00	2.00	0.00	0.00	0.00	1.00	1.00	0.00
168	543750.00	418250.00	1.00	0.00	0.00	1.00	3.00	2.00	0.00	2.00	1.00	2.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	2.00	1.00	1.00	0.00	1.00	1.00	5.00	1.00	2.00	4.00	4.00	3.00	1.00	3.00	10.00	3.00	6.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.00	2.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	1.00	1.00	0.00	1.00	1.00	2.00	0.00
169	541750.00	412750.00	0.00	3.00	0.00	0.00	7.00	1.00	0.00	1.00	1.00	0.00	1.00	2.00	2.00	1.00	0.00	3.00	3.00	1.00	1.00	2.00	0.00	0.00	0.00	0.00	4.00	2.00	2.00	0.00	2.00	2.00	0.00	2.00	2.00	3.00	4.00	2.00	1.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	2.00	3.00	1.00	2.00	0.00	0.00	0.00	1.00	2.00	0.00	1.00	0.00	0.00	2.00	1.00	1.00	1.00	0.00	0.00	0.00	3.00	1.00	0.00	1.00
170	541250.00	416750.00	4.00	0.00	0.00	1.00	1.00	1.00	1.00	2.00	1.00	0.00	0.00	1.00	2.00	1.00	2.00	3.00	5.00	1.00	1.00	2.00	1.00	1.00	0.00	1.00	4.00	3.00	1.00	1.00	3.00	1.00	0.00	1.00	0.00	4.00	1.00	0.00	0.00	1.00	0.00	2.00	1.00	0.00	0.00	0.00	2.00	0.00	1.00	2.00	0.00	0.00	0.00	3.00	1.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	2.00	3.00	3.00	2.00	2.00	1.00	0.00	0.00	0.00
171	541750.00	413250.00	4.00	3.00	1.00	3.00	5.00	1.00	1.00	1.00	1.00	2.00	1.00	1.00	1.00	0.00	0.00	1.00	2.00	3.00	0.00	1.00	2.00	0.00	0.00	1.00	1.00	3.00	1.00	1.00	4.00	2.00	2.00	2.00	1.00	3.00	2.00	1.00	3.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	2.00	2.00	0.00	0.00	0.00	1.00	2.00	1.00	1.00	0.00	0.00	0.00	0.00	1.00	2.00	0.00	3.00	1.00	1.00	0.00	0.00	0.00
172	539250.00	418250.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	2.00	1.00	0.00	5.00	4.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	2.00	6.00	5.00	4.00	2.00	1.00	4.00	3.00	1.00	2.00	3.00	1.00	0.00	0.00	3.00	2.00	1.00	1.00	0.00	3.00	2.00	3.00	0.00	1.00	0.00	1.00	3.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	2.00	5.00	1.00	1.00	0.00	0.00	0.00	0.00
173	544250.00	417750.00	0.00	1.00	0.00	0.00	3.00	1.00	1.00	0.00	1.00	0.00	1.00	1.00	0.00	1.00	1.00	0.00	0.00	0.00	1.00	3.00	1.00	0.00	1.00	0.00	0.00	1.00	2.00	10.00	12.00	8.00	4.00	1.00	4.00	8.00	4.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	1.00	3.00	2.00	0.00	1.00	0.00	0.00	0.00	2.00	0.00	0.00	1.00	0.00	0.00	0.00
174	543750.00	413250.00	0.00	0.00	2.00	2.00	1.00	3.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	5.00	2.00	2.00	0.00	2.00	0.00	3.00	1.00	4.00	3.00	1.00	10.00	14.00	15.00	7.00	2.00	2.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00	0.00	0.00
175	538750.00	413750.00	0.00	0.00	0.00	0.00	2.00	3.00	0.00	0.00	1.00	1.00	3.00	1.00	1.00	2.00	0.00	2.00	1.00	3.00	4.00	4.00	3.00	0.00	0.00	1.00	1.00	0.00	1.00	5.00	2.00	3.00	1.00	1.00	0.00	0.00	4.00	0.00	1.00	3.00	2.00	1.00	0.00	0.00	0.00	1.00	0.00	1.00	1.00	4.00	1.00	3.00	1.00	1.00	4.00	0.00	2.00	2.00	0.00	2.00	0.00	1.00	0.00	0.00	3.00	1.00	2.00	1.00	0.00	0.00	3.00	1.00
176	537750.00	418250.00	1.00	0.00	0.00	0.00	2.00	1.00	3.00	1.00	1.00	1.00	0.00	1.00	8.00	3.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	1.00	1.00	1.00	5.00	3.00	0.00	2.00	3.00	3.00	1.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	6.00	2.00	1.00	4.00	0.00	1.00	3.00	1.00	0.00	0.00	1.00	2.00	0.00	1.00	2.00	0.00	3.00	2.00	1.00	7.00	1.00	1.00	0.00	1.00	3.00	1.00	0.00
177	537750.00	418750.00	1.00	0.00	0.00	0.00	0.00	4.00	5.00	2.00	0.00	0.00	2.00	7.00	7.00	4.00	3.00	1.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	3.00	2.00	0.00	1.00	0.00	2.00	6.00	0.00	1.00	2.00	1.00	0.00	1.00	3.00	0.00	0.00	1.00	0.00	2.00	8.00	0.00	1.00	1.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	4.00	0.00	1.00	0.00	0.00	0.00	1.00	5.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00
178	541750.00	413750.00	3.00	6.00	2.00	5.00	6.00	0.00	4.00	4.00	1.00	1.00	1.00	2.00	3.00	4.00	2.00	6.00	1.00	3.00	2.00	1.00	2.00	1.00	0.00	2.00	2.00	2.00	3.00	1.00	3.00	1.00	0.00	1.00	1.00	1.00	2.00	1.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	0.00	1.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	2.00	0.00	0.00	1.00	0.00	0.00
179	538250.00	414250.00	1.00	0.00	0.00	0.00	2.00	5.00	2.00	2.00	0.00	0.00	2.00	6.00	0.00	1.00	2.00	2.00	0.00	3.00	5.00	3.00	0.00	0.00	1.00	0.00	3.00	2.00	3.00	7.00	1.00	0.00	6.00	1.00	2.00	0.00	2.00	0.00	0.00	0.00	4.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	1.00	3.00	0.00	3.00	1.00	0.00	0.00	0.00	2.00	2.00	1.00	1.00	0.00	3.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	2.00	2.00	0.00
180	543250.00	412750.00	1.00	0.00	0.00	1.00	6.00	3.00	0.00	0.00	4.00	0.00	1.00	0.00	2.00	2.00	1.00	3.00	3.00	1.00	3.00	0.00	1.00	3.00	4.00	2.00	2.00	5.00	16.00	9.00	3.00	2.00	1.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	2.00	0.00	0.00	0.00	0.00	0.00	1.00	3.00	2.00	0.00	0.00	0.00	0.00	1.00
181	541750.00	419250.00	0.00	0.00	1.00	0.00	3.00	0.00	1.00	2.00	3.00	1.00	2.00	1.00	0.00	1.00	0.00	0.00	2.00	2.00	1.00	3.00	3.00	3.00	5.00	0.00	3.00	2.00	1.00	0.00	0.00	3.00	1.00	1.00	3.00	1.00	5.00	1.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	2.00	1.00	4.00	1.00	1.00	0.00	0.00	3.00	2.00	1.00	1.00	4.00	2.00	2.00	1.00	3.00	0.00	1.00	2.00	1.00	0.00	2.00	0.00	0.00
182	542750.00	412750.00	1.00	0.00	1.00	1.00	4.00	4.00	1.00	0.00	2.00	1.00	3.00	0.00	0.00	2.00	2.00	3.00	3.00	3.00	2.00	0.00	1.00	0.00	3.00	2.00	3.00	9.00	11.00	6.00	7.00	2.00	0.00	0.00	1.00	3.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	2.00	0.00	2.00	1.00	0.00	2.00	0.00	0.00	3.00	1.00	0.00	0.00	0.00
183	538750.00	413250.00	0.00	0.00	0.00	2.00	2.00	0.00	1.00	1.00	1.00	0.00	1.00	0.00	0.00	2.00	0.00	1.00	3.00	3.00	6.00	1.00	2.00	1.00	0.00	3.00	0.00	0.00	0.00	1.00	3.00	2.00	3.00	1.00	4.00	1.00	2.00	2.00	1.00	3.00	1.00	0.00	1.00	0.00	0.00	1.00	0.00	1.00	1.00	3.00	1.00	9.00	2.00	0.00	0.00	2.00	1.00	5.00	1.00	1.00	1.00	1.00	0.00	0.00	4.00	1.00	1.00	2.00	1.00	1.00	2.00	0.00
